,is_coi_pred,is_register_pred,is_fund_pred,is_open_code,is_open_data,PMID,Unnamed: 0.1,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Unnamed: 0
16201,True,True,True,False,False,29622037,12531,A Phase 2 clinical trial of PF-05212377 (SAM-760) in subjects with mild to moderate Alzheimer's disease with existing neuropsychiatric symptoms on a stable daily dose of donepezil,"Fullerton T, Binneman B, David W, Delnomdedieu M, Kupiec J, Lockwood P, Mancuso J, Miceli J, Bell J.",Alzheimers Res Ther. 2018 Apr 5;10(1):38. doi: 10.1186/s13195-018-0368-9.,Fullerton T,Alzheimers Res Ther,2018,2018/04/07,PMC5887246,,10.1186/s13195-018-0368-9,
16205,True,True,True,False,True,29472246,12928,Counteracting the effects of TNF receptor-1 has therapeutic potential in Alzheimer's disease,"Steeland S, Gorlé N, Vandendriessche C, Balusu S, Brkic M, Van Cauwenberghe C, Van Imschoot G, Van Wonterghem E, De Rycke R, Kremer A, Lippens S, Stopa E, Johanson CE, Libert C, Vandenbroucke RE.",EMBO Mol Med. 2018 Apr;10(4):e8300. doi: 10.15252/emmm.201708300.,Steeland S,EMBO Mol Med,2018,2018/02/24,PMC5887909,,10.15252/emmm.201708300,
16207,False,True,True,False,False,29462334,12945,Left frontal hub connectivity delays cognitive impairment in autosomal-dominant and sporadic Alzheimer's disease,"Franzmeier N, Düzel E, Jessen F, Buerger K, Levin J, Duering M, Dichgans M, Haass C, Suárez-Calvet M, Fagan AM, Paumier K, Benzinger T, Masters CL, Morris JC, Perneczky R, Janowitz D, Catak C, Wolfsgruber S, Wagner M, Teipel S, Kilimann I, Ramirez A, Rossor M, Jucker M, Chhatwal J, Spottke A, Boecker H, Brosseron F, Falkai P, Fliessbach K, Heneka MT, Laske C, Nestor P, Peters O, Fuentes M, Menne F, Priller J, Spruth EJ, Franke C, Schneider A, Kofler B, Westerteicher C, Speck O, Wiltfang J, Bartels C, Araque Caballero MÁ, Metzger C, Bittner D, Weiner M, Lee JH, Salloway S, Danek A, Goate A, Schofield PR, Bateman RJ, Ewers M.",Brain. 2018 Apr 1;141(4):1186-1200. doi: 10.1093/brain/awy008.,Franzmeier N,Brain,2018,2018/02/21,PMC5888938,,10.1093/brain/awy008,
16210,True,False,True,False,False,29625607,12527,Asparagus cochinchinensis stimulates release of nerve growth factor and abrogates oxidative stress in the Tg2576 model for Alzheimer's disease,"Lee HA, Kim JE, Sung JE, Yun WB, Kim DS, Lee HS, Hong JT, Hwang DY.",BMC Complement Altern Med. 2018 Apr 6;18(1):125. doi: 10.1186/s12906-017-1775-3.,Lee HA,BMC Complement Altern Med,2018,2018/04/08,PMC5889554,,10.1186/s12906-017-1775-3,
16215,False,False,True,False,False,29218896,13572,Genotype-phenotype association study via new multi-task learning model,"Huo Z, Shen D, Huang H.",Pac Symp Biocomput. 2018;23:353-364.,Huo Z,Pac Symp Biocomput,2018,2017/12/09,PMC5890010,NIHMS951583,,
16217,True,False,True,False,False,29632364,12514,Multimodal and Multiscale Deep Neural Networks for the Early Diagnosis of Alzheimer's Disease using structural MR and FDG-PET images,"Lu D, Popuri K, Ding GW, Balachandar R, Beg MF; Alzheimer’s Disease Neuroimaging Initiative.",Sci Rep. 2018 Apr 9;8(1):5697. doi: 10.1038/s41598-018-22871-z.,Lu D,Sci Rep,2018,2018/04/11,PMC5890270,,10.1038/s41598-018-22871-z,
16227,True,False,True,False,False,29631635,12517,Autophagy is increased following either pharmacological or genetic silencing of mGluR5 signaling in Alzheimer's disease mouse models,"Abd-Elrahman KS, Hamilton A, Vasefi M, Ferguson SSG.",Mol Brain. 2018 Apr 10;11(1):19. doi: 10.1186/s13041-018-0364-9.,Abd-Elrahman KS,Mol Brain,2018,2018/04/11,PMC5892040,,10.1186/s13041-018-0364-9,
16228,True,False,True,False,False,29769839,12152,A Novel Association of Polymorphism in the ITGA4 Gene Encoding the VLA-4 α4 Subunit with Increased Risk of Alzheimer's Disease,"Durmanova V, Parnicka Z, Javor J, Minarik G, Vrazda L, Vaseckova B, Gmitterova K, Kralova M, Pecenak J, Filipcik P, Shawkatova I.",Mediators Inflamm. 2018 Mar 27;2018:7623823. doi: 10.1155/2018/7623823. eCollection 2018.,Durmanova V,Mediators Inflamm,2018,2018/05/18,PMC5892238,,10.1155/2018/7623823,
16236,False,False,True,False,False,29670824,12433,Characterization of brain anatomical patterns by comparing region intensity distributions: Applications to the description of Alzheimer's disease,"Giraldo DL, García-Arteaga JD, Cárdenas-Robledo S, Romero E.",Brain Behav. 2018 Mar 6;8(4):e00942. doi: 10.1002/brb3.942. eCollection 2018 Apr.,Giraldo DL,Brain Behav,2018,2018/04/20,PMC5893348,,10.1002/brb3.942,
16243,True,False,True,False,False,29641555,12503,Two novel blood-based biomarker candidates measuring degradation of tau are associated with dementia: A prospective study,"Neergaard JS, Dragsbæk K, Christiansen C, Karsdal MA, Brix S, Henriksen K.",PLoS One. 2018 Apr 11;13(4):e0194802. doi: 10.1371/journal.pone.0194802. eCollection 2018.,Neergaard JS,PLoS One,2018,2018/04/12,PMC5895005,,10.1371/journal.pone.0194802,
16244,True,False,True,False,True,29641600,12502,"Memory deficiency, cerebral amyloid angiopathy, and amyloid-β plaques in APP+PS1 double transgenic rat model of Alzheimer's disease","Klakotskaia D, Agca C, Richardson RA, Stopa EG, Schachtman TR, Agca Y.",PLoS One. 2018 Apr 11;13(4):e0195469. doi: 10.1371/journal.pone.0195469. eCollection 2018.,Klakotskaia D,PLoS One,2018,2018/04/12,PMC5895023,,10.1371/journal.pone.0195469,
16254,True,True,True,False,False,28726810,14741,A randomized controlled trial of disclosing genetic risk information for Alzheimer disease via telephone,"Christensen KD, Uhlmann WR, Roberts JS, Linnenbringer E, Whitehouse PJ, Royal CDM, Obisesan TO, Cupples LA, Butson MB, Fasaye GA, Hiraki S, Chen CA, Siebert U, Cook-Deegan R, Green RC.",Genet Med. 2018 Jan;20(1):132-141. doi: 10.1038/gim.2017.103. Epub 2017 Jul 20.,Christensen KD,Genet Med,2018,2017/07/21,PMC5897910,NIHMS885102,10.1038/gim.2017.103,
16255,True,False,True,False,False,29231140,13542,Up-regulation of DMN Connectivity in Mild Cognitive Impairment Via Network-based Cognitive Training,"De Marco M, Meneghello F, Pilosio C, Rigon J, Venneri A.",Curr Alzheimer Res. 2018;15(6):578-589. doi: 10.2174/1567205015666171212103323.,De Marco M,Curr Alzheimer Res,2018,2017/12/13,PMC5898032,,10.2174/1567205015666171212103323,
16262,True,False,True,False,False,29568074,12640,Intrahippocampal injection of a lentiviral vector expressing neurogranin enhances cognitive function in 5XFAD mice,"Jeon SG, Kang M, Kim YS, Kim DH, Nam DW, Song EJ, Mook-Jung I, Moon M.",Exp Mol Med. 2018 Mar 23;50(3):e461. doi: 10.1038/emm.2017.302.,Jeon SG,Exp Mol Med,2018,2018/03/24,PMC5898899,,10.1038/emm.2017.302,
16264,True,False,True,False,False,29654261,12478,A fast and cost-effective method for apolipoprotein E isotyping as an alternative to APOE genotyping for patient screening and stratification,"Calero O, García-Albert L, Rodríguez-Martín A, Veiga S, Calero M.",Sci Rep. 2018 Apr 13;8(1):5969. doi: 10.1038/s41598-018-24320-3.,Calero O,Sci Rep,2018,2018/04/15,PMC5899170,,10.1038/s41598-018-24320-3,
16269,True,False,True,False,False,29581300,12609,BACE1 SUMOylation increases its stability and escalates the protease activity in Alzheimer's disease,"Bao J, Qin M, Mahaman YAR, Zhang B, Huang F, Zeng K, Xia Y, Ke D, Wang Q, Liu R, Wang JZ, Ye K, Wang X.",Proc Natl Acad Sci U S A. 2018 Apr 10;115(15):3954-3959. doi: 10.1073/pnas.1800498115. Epub 2018 Mar 26.,Bao J,Proc Natl Acad Sci U S A,2018,2018/03/28,PMC5899489,,10.1073/pnas.1800498115,
16272,True,False,True,False,False,29614642,12563,Negative 11C-PIB PET Predicts Lack of Alzheimer's Disease Pathology in Postmortem Examination,"Scheinin NM, Gardberg M, Röyttä M, Rinne JO.",J Alzheimers Dis. 2018;63(1):79-85. doi: 10.3233/JAD-170569.,Scheinin NM,J Alzheimers Dis,2018,2018/04/05,PMC5900551,,10.3233/JAD-170569,
16274,True,False,True,False,False,29578479,12615,Comprehensive Characterization of the Pyroglutamate Amyloid-β Induced Motor Neurodegenerative Phenotype of TBA2.1 Mice,"Dunkelmann T, Schemmert S, Honold D, Teichmann K, Butzküven E, Demuth HU, Shah NJ, Langen KJ, Kutzsche J, Willbold D, Willuweit A.",J Alzheimers Dis. 2018;63(1):115-130. doi: 10.3233/JAD-170775.,Dunkelmann T,J Alzheimers Dis,2018,2018/03/27,PMC5900553,,10.3233/JAD-170775,
16275,True,False,True,False,False,29614658,12562,Separating Symptomatic Alzheimer's Disease from Depression based on Structural MRI,"Klöppel S, Kotschi M, Peter J, Egger K, Hausner L, Frölich L, Förster A, Heimbach B, Normann C, Vach W, Urbach H, Abdulkadir A; Alzheimer’s Disease Neuroimaging Initiative.",J Alzheimers Dis. 2018;63(1):353-363. doi: 10.3233/JAD-170964.,Klöppel S,J Alzheimers Dis,2018,2018/04/05,PMC5900555,,10.3233/JAD-170964,
16280,False,False,True,False,False,29193464,13639,Functional connectivity in dementia with Lewy bodies: A within- and between-network analysis,"Schumacher J, Peraza LR, Firbank M, Thomas AJ, Kaiser M, Gallagher P, O'Brien JT, Blamire AM, Taylor JP.",Hum Brain Mapp. 2018 Mar;39(3):1118-1129. doi: 10.1002/hbm.23901. Epub 2017 Nov 29.,Schumacher J,Hum Brain Mapp,2018,2017/12/02,PMC5900719,,10.1002/hbm.23901,
16290,True,False,True,False,False,29662056,12459,Neuronal SphK1 acetylates COX2 and contributes to pathogenesis in a model of Alzheimer's Disease,"Lee JY, Han SH, Park MH, Baek B, Song IS, Choi MK, Takuwa Y, Ryu H, Kim SH, He X, Schuchman EH, Bae JS, Jin HK.",Nat Commun. 2018 Apr 16;9(1):1479. doi: 10.1038/s41467-018-03674-2.,Lee JY,Nat Commun,2018,2018/04/18,PMC5902554,,10.1038/s41467-018-03674-2,
16297,True,False,True,False,False,29661148,12467,Identification of missing variants by combining multiple analytic pipelines,"Ren Y, Reddy JS, Pottier C, Sarangi V, Tian S, Sinnwell JP, McDonnell SK, Biernacka JM, Carrasquillo MM, Ross OA, Ertekin-Taner N, Rademakers R, Hudson M, Mainzer LS, Asmann YW.",BMC Bioinformatics. 2018 Apr 16;19(1):139. doi: 10.1186/s12859-018-2151-0.,Ren Y,BMC Bioinformatics,2018,2018/04/18,PMC5902939,,10.1186/s12859-018-2151-0,
16302,True,False,True,False,False,29327084,13296,BACE1 inhibition more effectively suppresses initiation than progression of β-amyloid pathology,"Peters F, Salihoglu H, Rodrigues E, Herzog E, Blume T, Filser S, Dorostkar M, Shimshek DR, Brose N, Neumann U, Herms J.",Acta Neuropathol. 2018 May;135(5):695-710. doi: 10.1007/s00401-017-1804-9. Epub 2018 Jan 11.,Peters F,Acta Neuropathol,2018,2018/01/13,PMC5904228,,10.1007/s00401-017-1804-9,
16303,True,False,True,False,False,29849909,12019,Hypermethylation of TRIM59 and KLF14 Influences Cell Death Signaling in Familial Alzheimer's Disease,"Wezyk M, Spólnicka M, Pośpiech E, Pepłońska B, Zbieć-Piekarska R, Ilkowski J, Styczyńska M, Barczak A, Zboch M, Filipek-Gliszczynska A, Skrzypczak M, Ginalski K, Kabza M, Makałowska I, Barcikowska-Kotowicz M, Branicki W, Żekanowski C.",Oxid Med Cell Longev. 2018 Apr 4;2018:6918797. doi: 10.1155/2018/6918797. eCollection 2018.,Wezyk M,Oxid Med Cell Longev,2018,2018/06/01,PMC5904768,,10.1155/2018/6918797,
16307,True,False,True,False,True,29670132,12438,Tau Antibody Structure Reveals a Molecular Switch Defining a Pathological Conformation of the Tau Protein,"Chukwu JE, Pedersen JT, Pedersen LØ, Volbracht C, Sigurdsson EM, Kong XP.",Sci Rep. 2018 Apr 18;8(1):6209. doi: 10.1038/s41598-018-24276-4.,Chukwu JE,Sci Rep,2018,2018/04/20,PMC5906480,,10.1038/s41598-018-24276-4,
16309,True,False,True,False,False,29671396,12431,Composite mathematical modeling of calcium signaling behind neuronal cell death in Alzheimer's disease,"Ranjan B, Chong KH, Zheng J.",BMC Syst Biol. 2018 Apr 11;12(Suppl 1):10. doi: 10.1186/s12918-018-0529-2.,Ranjan B,BMC Syst Biol,2018,2018/04/20,PMC5907315,,10.1186/s12918-018-0529-2,
16320,True,False,True,False,False,29674739,12420,Spatial reversal learning defect coincides with hypersynchronous telencephalic BOLD functional connectivity in APP(NL-F/NL-F) knock-in mice,"Shah D, Latif-Hernandez A, De Strooper B, Saito T, Saido T, Verhoye M, D'Hooge R, Van der Linden A.",Sci Rep. 2018 Apr 19;8(1):6264. doi: 10.1038/s41598-018-24657-9.,Shah D,Sci Rep,2018,2018/04/21,PMC5908850,,10.1038/s41598-018-24657-9,
16329,False,False,True,False,False,29581486,12604,Distinct thermodynamic signatures of oligomer generation in the aggregation of the amyloid-β peptide,"Cohen SIA, Cukalevski R, Michaels TCT, Šarić A, Törnquist M, Vendruscolo M, Dobson CM, Buell AK, Knowles TPJ, Linse S.",Nat Chem. 2018 May;10(5):523-531. doi: 10.1038/s41557-018-0023-x. Epub 2018 Mar 26.,Cohen SIA,Nat Chem,2018,2018/03/28,PMC5911155,EMS76137,10.1038/s41557-018-0023-x,
16332,True,False,True,False,False,29239603,13522,Thermodynamics of Amyloid-β Fibril Elongation: Atomistic Details of the Transition State,"Rodriguez RA, Chen LY, Plascencia-Villa G, Perry G.",ACS Chem Neurosci. 2018 Apr 18;9(4):783-789. doi: 10.1021/acschemneuro.7b00409. Epub 2017 Dec 27.,Rodriguez RA,ACS Chem Neurosci,2018,2017/12/15,PMC5911799,,10.1021/acschemneuro.7b00409,
16338,True,False,True,False,True,29686315,12400,Structural and kinetic basis for the selectivity of aducanumab for aggregated forms of amyloid-β,"Arndt JW, Qian F, Smith BA, Quan C, Kilambi KP, Bush MW, Walz T, Pepinsky RB, Bussière T, Hamann S, Cameron TO, Weinreb PH.",Sci Rep. 2018 Apr 23;8(1):6412. doi: 10.1038/s41598-018-24501-0.,Arndt JW,Sci Rep,2018,2018/04/25,PMC5913127,,10.1038/s41598-018-24501-0,
16344,True,False,True,False,False,29505811,12822,Genetically elevated gamma-glutamyltransferase and Alzheimer's disease,"Kunutsor SK, Laukkanen JA, Burgess S.",Exp Gerontol. 2018 Jun;106:61-66. doi: 10.1016/j.exger.2018.03.001. Epub 2018 Mar 2.,Kunutsor SK,Exp Gerontol,2018,2018/03/06,PMC5915296,EMS76738,10.1016/j.exger.2018.03.001,
16345,True,False,True,False,False,29691439,12385,Reversal of memory and neuropsychiatric symptoms and reduced tau pathology by selenium in 3xTg-AD mice,"Van der Jeugd A, Parra-Damas A, Baeta-Corral R, Soto-Faguás CM, Ahmed T, LaFerla FM, Giménez-Llort L, D'Hooge R, Saura CA.",Sci Rep. 2018 Apr 24;8(1):6431. doi: 10.1038/s41598-018-24741-0.,Van der Jeugd A,Sci Rep,2018,2018/04/26,PMC5915484,,10.1038/s41598-018-24741-0,
16346,True,False,True,False,False,29396637,13098,Amyloid and tau signatures of brain metabolic decline in preclinical Alzheimer's disease,"Pascoal TA, Mathotaarachchi S, Shin M, Park AY, Mohades S, Benedet AL, Kang MS, Massarweh G, Soucy JP, Gauthier S, Rosa-Neto P; Alzheimer’s Disease Neuroimaging Initiative.",Eur J Nucl Med Mol Imaging. 2018 Jun;45(6):1021-1030. doi: 10.1007/s00259-018-3933-3. Epub 2018 Feb 2.,Pascoal TA,Eur J Nucl Med Mol Imaging,2018,2018/02/04,PMC5915512,,10.1007/s00259-018-3933-3,
16348,True,False,True,False,False,29691440,12384,Maternal imprinting on cognition markers of wild type and transgenic Alzheimer's disease model mice,"Zamarbide M, Gil-Bea FJ, Bannenberg P, Martínez-Pinilla E, Sandoval J, Franco R, Pérez-Mediavilla A.",Sci Rep. 2018 Apr 24;8(1):6434. doi: 10.1038/s41598-018-24710-7.,Zamarbide M,Sci Rep,2018,2018/04/26,PMC5915602,,10.1038/s41598-018-24710-7,
16354,True,False,True,False,False,29538647,12734,Longitudinal tau PET in ageing and Alzheimer's disease,"Jack CR Jr, Wiste HJ, Schwarz CG, Lowe VJ, Senjem ML, Vemuri P, Weigand SD, Therneau TM, Knopman DS, Gunter JL, Jones DT, Graff-Radford J, Kantarci K, Roberts RO, Mielke MM, Machulda MM, Petersen RC.",Brain. 2018 May 1;141(5):1517-1528. doi: 10.1093/brain/awy059.,Jack CR Jr,Brain,2018,2018/03/15,PMC5917767,,10.1093/brain/awy059,
16363,True,False,True,False,False,29503090,12833,Stabilizing the Retromer Complex in a Human Stem Cell Model of Alzheimer's Disease Reduces TAU Phosphorylation Independently of Amyloid Precursor Protein,"Young JE, Fong LK, Frankowski H, Petsko GA, Small SA, Goldstein LSB.",Stem Cell Reports. 2018 Mar 13;10(3):1046-1058. doi: 10.1016/j.stemcr.2018.01.031. Epub 2018 Mar 1.,Young JE,Stem Cell Reports,2018,2018/03/06,PMC5919412,,10.1016/j.stemcr.2018.01.031,
16370,True,False,True,False,False,29579160,12614,Data-driven models of dominantly-inherited Alzheimer's disease progression,"Oxtoby NP, Young AL, Cash DM, Benzinger TLS, Fagan AM, Morris JC, Bateman RJ, Fox NC, Schott JM, Alexander DC.",Brain. 2018 May 1;141(5):1529-1544. doi: 10.1093/brain/awy050.,Oxtoby NP,Brain,2018,2018/03/27,PMC5920320,,10.1093/brain/awy050,
16371,False,True,True,False,False,29522156,12780,Electromagnetic signatures of the preclinical and prodromal stages of Alzheimer's disease,"Nakamura A, Cuesta P, Fernández A, Arahata Y, Iwata K, Kuratsubo I, Bundo M, Hattori H, Sakurai T, Fukuda K, Washimi Y, Endo H, Takeda A, Diers K, Bajo R, Maestú F, Ito K, Kato T.",Brain. 2018 May 1;141(5):1470-1485. doi: 10.1093/brain/awy044.,Nakamura A,Brain,2018,2018/03/10,PMC5920328,,10.1093/brain/awy044,
16374,True,False,True,False,True,29699479,12365,Repeat propofol anesthesia does not exacerbate plaque deposition or synapse loss in APP/PS1 Alzheimer's disease mice,"Woodhouse A, Fernandez-Martos CM, Atkinson RAK, Hanson KA, Collins JM, O'Mara AR, Terblanche N, Skinner MW, Vickers JC, King AE.",BMC Anesthesiol. 2018 Apr 25;18(1):47. doi: 10.1186/s12871-018-0509-5.,Woodhouse A,BMC Anesthesiol,2018,2018/04/28,PMC5921792,,10.1186/s12871-018-0509-5,
16382,True,False,True,False,True,29632177,12516,β-Amyloid accumulation in the human brain after one night of sleep deprivation,"Shokri-Kojori E, Wang GJ, Wiers CE, Demiral SB, Guo M, Kim SW, Lindgren E, Ramirez V, Zehra A, Freeman C, Miller G, Manza P, Srivastava T, De Santi S, Tomasi D, Benveniste H, Volkow ND.",Proc Natl Acad Sci U S A. 2018 Apr 24;115(17):4483-4488. doi: 10.1073/pnas.1721694115. Epub 2018 Apr 9.,Shokri-Kojori E,Proc Natl Acad Sci U S A,2018,2018/04/11,PMC5924922,,10.1073/pnas.1721694115,
16388,True,False,True,False,False,29740431,12240,Omics-Based Approach Reveals Complement-Mediated Inflammation in Chronic Lymphocytic Inflammation With Pontine Perivascular Enhancement Responsive to Steroids (CLIPPERS),"Blaabjerg M, Hemdrup AL, Drici L, Ruprecht K, Garred P, Höftberger R, Kristensen BW, Kondziella D, Sejbaek T, Hansen SW, Nielsen HH, Jensen P, Meyer M, Paul F, Lassmann H, Larsen MR, Illes Z.",Front Immunol. 2018 Apr 23;9:741. doi: 10.3389/fimmu.2018.00741. eCollection 2018.,Blaabjerg M,Front Immunol,2018,2018/05/10,PMC5925867,,10.3389/fimmu.2018.00741,
16391,False,False,True,False,False,29516269,12794,Tau Phosphorylation is Impacted by Rare AKAP9 Mutations Associated with Alzheimer Disease in African Americans,"Ikezu T, Chen C, DeLeo AM, Zeldich E, Fallin MD, Kanaan NM, Lunetta KL, Abraham CR, Logue MW, Farrer LA.",J Neuroimmune Pharmacol. 2018 Jun;13(2):254-264. doi: 10.1007/s11481-018-9781-x. Epub 2018 Mar 7.,Ikezu T,J Neuroimmune Pharmacol,2018,2018/03/09,PMC5928172,,10.1007/s11481-018-9781-x,
16392,True,False,True,False,False,29716643,12306,TDP-43 pathology in anterior temporal pole cortex in aging and Alzheimer's disease,"Nag S, Yu L, Boyle PA, Leurgans SE, Bennett DA, Schneider JA.",Acta Neuropathol Commun. 2018 May 1;6(1):33. doi: 10.1186/s40478-018-0531-3.,Nag S,Acta Neuropathol Commun,2018,2018/05/03,PMC5928580,,10.1186/s40478-018-0531-3,
16394,False,False,True,False,False,29568933,12633,Effects and mechanism of amyloid β1-42 on mitochondria in astrocytes,"Yao Y, Huang JZ, Chen Y, Hu HJ, Tang X, Li X.",Mol Med Rep. 2018 May;17(5):6997-7004. doi: 10.3892/mmr.2018.8761. Epub 2018 Mar 16.,Yao Y,Mol Med Rep,2018,2018/03/24,PMC5928648,,10.3892/mmr.2018.8761,
16396,True,False,True,False,False,29721080,12289,Paper-based electrochemiluminescence sensor for highly sensitive detection of amyloid-β oligomerization: Toward potential diagnosis of Alzheimer's disease,"Liu H, Zhou X, Shen Q, Xing D.",Theranostics. 2018 Mar 11;8(8):2289-2299. doi: 10.7150/thno.23483. eCollection 2018.,Liu H,Theranostics,2018,2018/05/04,PMC5928890,,10.7150/thno.23483,
16397,True,False,True,False,False,29721100,12288,Establishing sheep as an experimental species to validate ultrasound-mediated blood-brain barrier opening for potential therapeutic interventions,"Pelekanos M, Leinenga G, Odabaee M, Odabaee M, Saifzadeh S, Steck R, Götz J.",Theranostics. 2018 Apr 3;8(9):2583-2602. doi: 10.7150/thno.22852. eCollection 2018.,Pelekanos M,Theranostics,2018,2018/05/04,PMC5928910,,10.7150/thno.22852,
